#=======Menu Item=======#
0x6ae	Cài đặt đã được đặt lại về mặc định. Khởi động lại ứng dụng để áp dụng.
0x6af	Lọc thành công! Đã tìm thấy {0} thẻ trong tổng số {1} thẻ.
0x6b0	Thay thế thành công! Đã thay thế {0} Thẻ trong tổng số {1} Thẻ.
0x6b1	Thay đổi {0} thành công! Đã áp dụng cho {1} Thẻ trong tổng số {2} Thẻ.
0x6b2	{0} {1} được đổi tên thành {2} thành công!

0x6b5	Điểm cuối API hoặc khóa API chưa được cấu hình.

0x6e1	Định danh Thẻ đã bị thay đổi.
0x6e2	Xóa Thẻ đã chọn hay Thẻ có định danh mới nhập?
0x6e3	Tạo Tập Lệnh Thẻ của Thẻ đã chọn hay Thẻ có định danh mới nhập?
0x6e4	Tạo hình ảnh của Thẻ đã chọn hay Thẻ có định danh mới nhập?

0x6e5	ID mới nhập
0x6e6	Dữ liệu gốc
0x6e7	Dữ liệu chưa lưu

0x701	Bạn đang đóng {0} thẻ.
0x702	Có dữ liệu chưa được lưu.
0x703	Có một bản sao lưu chưa được khôi phục từ lần chạy trước.
0x704	Có {0} thẻ có ID trùng lặp trong danh sách thẻ
0x705	Bạn có muốn tiếp tục?
0x706	Bạn có muốn mở nó?
0x707	Bạn có muốn ghi đè nó?
0x708	Bạn có muốn lưu các thay đổi cho tệp này không?
0x709	Bạn có chắc không? Những thẻ có ID 4 chữ số hoặc thấp hơn sẽ bị trò chơi bỏ qua.
0x70a	Bạn có chắc chắn muốn {0} {1} không?

0x70b	Bạn có chắc chắn muốn XÓA VĨNH VIỄN {0} không?
0x70c	Bạn có chắc chắn muốn khôi phục cài đặt mặc định không? Mọi thay đổi sẽ bị mất.
0x70d	Bạn có chắc chắn muốn xóa lịch sử {0} đã mở gần đây không?
0x70e	Bạn có chắc chắn muốn lưu tệp trống?
0x70f	Đã có bản cập nhật, tải xuống ngay?
0x710	Nguồn dữ liệu bị thiếu hoặc không hợp lệ, hãy tải xuống ngay?
0x711	Bạn muốn xử lý dữ liệu đã chọn như thế nào?
0x712	Không tìm thấy bản cập nhật nào.
0x713	Cập nhật hoàn tất!

0x725	Không thể xóa tệp hiện có sau nhiều lần thử.
0x726	Không tìm thấy đường dẫn git.exe, hãy đảm bảo Git được cài đặt và sử dụng đường dẫn chính xác trong cấu hình ứng dụng.
0x727	Đường dẫn Git bị thiếu hoặc trống trong cấu hình. Sử dụng đường dẫn Git mặc định.
0x728	Tệp tô sáng cú pháp không tồn tại.
0x729	Sử dụng đường dẫn mặc định.

#=======Chat=======#
0x751	Danh sách đoạn Chat
0x752	Đoạn Chat mới
0x753	Xóa đoạn Chat
0x754	Hỏi ChatBot bất kỳ cái mẹ gì...
0x755	Đính kèm tập tin
0x756	Đính kèm hình ảnh
0x757	Đính kèm Video

0x758	Điểm cuối Api
0x759	Khóa Api

#=======BanList Editor=======#
0x771	Tên:
0x772	Danh sách trắng
0x773	Giới hạn:
0x774	Bị cấm
0x775	Giới hạn
0x776	Bán giới hạn
0x777	Không giới hạn

#=======Deck Editor=======#
0x781	Bộ bài:
0x782	Thẻ hợp lệ
0x78a	Tìm thẻ
0x78b	Tên mới

0x791	Bộ bài Chính
0x792	Bộ bài Phụ
0x793	Bộ bài Bên

0x7a1	Quái Vật:
0x7a2	Phép:
0x7a3	Bẫy:
0x7a4	Kỹ Năng:

0x7a5	Nghi Thức:
0x7a6	Dung Hợp:
0x7a7	Đồng bộ:
0x7a8	Bứt Phá:
0x7a9	Liên Kết:
